出現形	正解	予測
右肺門部浸潤影	胸部異常陰影	肺門部異常陰影
食道悪性腫瘍	食道癌	悪性腫瘍
傍大動脈リンパ節転移	大動脈周囲リンパ節転移	
ビタミンＤ欠乏	ビタミンＤ欠乏症	ビタミンＤ欠乏症
レントゲン異常	胸部異常陰影	胸部音異常
器質的心疾患	心疾患	脳疾患
温痛覚	温痛覚過敏	温痛覚過敏
両側内反足	内反足	内反足
低酸素症状	低酸素性脳症	低酸素血症
粘稠痰少量	喀痰	喀痰
ダンベル型腫瘍	腫瘍	腫瘍
催不整脈作用	不整脈	不整脈
左腋窩汗腺癌	汗腺癌	汗腺癌
感染性仮性嚢胞	仮性膵のう胞	仮性膵のう胞
乳房熱感	ほてり	乳房痛
大腸穿孔	腸穿孔	大腸癌
腎瘢痕	瘢痕	瘢痕
孤立性左室緻密化障害	孤立性心筋緻密化障害	孤立性心筋緻密化障害
進行性顔面片側萎縮症	顔面痙攣症	顔面痙攣症
左手関節痛	手関節痛	手関節痛
右鼠径部腫脹	鼡径部腫脹	鼡径部腫脹
びりびりしたしびれ	しびれ感	疼痛
発赤軽減	発赤	発赤
悪寒等	悪寒	悪寒
非逆流性食道炎	食道炎	逆流性食道炎
甲状腺萎縮	後天性甲状腺萎縮	瘢痕
呼吸苦自覚症状	呼吸困難	呼吸困難
多発単神経障害	多発性単ニューロパチー	多発性神経障害
中毒性	中毒	中毒
右肺上葉結節影	胸部異常陰影	肺部異常陰影
骨膜肥厚	肥厚性皮膚骨膜症	骨増殖症
リステリア感染症	リステリア症	リステリア症
アルコール性脂肪性肝炎	アルコール性脂肪肝	アルコール性脂肪肝
脳室穿破	脳出血	脳出血
鼠径部リンパ節腫大	鼡径部リンパ節腫脹	リンパ節腫大
吐気治	嘔気	嘔気
右鼡径部リンパ節腫脹	鼡径部リンパ節腫脹	鼡径部リンパ節腫脹
多発肺塞栓	肺塞栓症	肺塞栓症
右腋窩リンパ節転位	腋窩リンパ節転移	腋窩リンパ節転移
重度右片麻痺	片麻痺	不全片麻痺
両側乳房腫瘤	乳房腫瘤	乳房腫瘤
原発不明癌頸部リンパ節転移	頚部リンパ節転移	原発不明癌
後腹膜脂胞肉腫	後腹膜脂肪肉腫	後腹膜脂肪肉腫
胆管閉塞機転	胆管閉塞症	胆管閉塞症
右下葉原発扁平上皮癌	下葉肺扁平上皮癌	悪性腫瘍
腰椎圧迫骨折既往	腰椎圧迫骨折	腰椎圧迫骨折
便秘悪化	便秘症	便秘症
潜血３	顕微鏡的血尿	血尿
アレルギー性血管浮腫	浮腫	アレルギー性血管炎
肺動脈分岐部狭窄	肺動脈分岐部狭窄症	肺動脈分岐部狭窄症
顕微的血尿	血尿	血尿
右鼡径リンパ節腫脹	鼡径部リンパ節腫脹	鼡径部腫脹
左足多趾症	多趾症	多趾症
日中痛み	疼痛	疼痛
不安感	不安障害	不安障害
眼球運動痛	疼痛	眼痛
腰椎変性側弯症	腰椎側弯症	腰椎側弯症
右腎低形成	低形成腎	低形成腎
Ｙｅｒｓｉｎｉａ　ｅｎｔｅｒｏｃｏｌｉｔｉｃａ感染症	エルシニア菌食中毒	エルシニア敗血症
膿胸合併肺放線菌症	肺放線菌症	膿胸
チクチク痛む	チクチク感	
左水尿管症	水尿管症	水尿管症
多発肺内転移	転移性肺癌	肺癌
左下葉肺癌断端再発	下葉肺癌	肺癌
右大腿部発赤	下腿発赤	発赤
右顔面打撲	顔面打撲傷	顔面打撲傷
糖尿病性自律神経障害	糖尿病性自律神経ニューロパチー	糖尿病性血管障害
分破水	破水	破水
重症マイコプラズマ肺炎	マイコプラズマ肺炎	マイコプラズマ肺炎
卵巣嚢腫破裂	卵巣のう腫破裂	卵巣のう腫破裂
抗原血症	サイトメガロウイルス感染症	肺出血
褥瘡発症	褥瘡	褥瘡
甲状軟骨浸潤	甲状軟骨の悪性腫瘍	甲状腺癌
潜在性副腎皮質機能低下症	副腎皮質機能低下症	副腎皮質機能低下症
眼球陷凹	眼球陥没	眼球陥没
両足趾潰瘍	趾皮膚潰瘍	皮膚潰瘍
過換気症状	過換気症	過換気症
左鎖骨下リンパ節転移	リンパ節転移	鎖骨上リンパ節転移
上右卵管留血腫	卵管留血腫	卵管留血腫
濾胞性リンパ腫再発	濾胞性リンパ腫	濾胞性リンパ腫
両眼糖尿病性網膜症	糖尿病網膜症	糖尿病網膜症
左外傷性大腿骨頭壊死	外傷性大腿骨頭壊死	外傷性大腿骨頭壊死
肝臓病変	肝疾患	肝疾患
右第１趾潰瘍	趾皮膚潰瘍	皮膚潰瘍
腋窩痛	腋窩部痛	腋窩部痛
踵部発赤	発赤	発赤
両側ぶどう膜炎	ぶどう膜炎	ぶどう膜炎
右アスペルギルス肺炎	肺アスペルギルス症	アスペルギルス症
痔疾患	痔核	痔核
無疱疹帯状疱疹	帯状疱疹	帯状疱疹
吐き気軽度	嘔気	嘔気
非結核性抗酸菌性人工関節感染症	非結核性抗酸菌症	非結核性抗酸菌症
両下肢不随意運動	不随意運動症	下肢痙攣
前胸痛	胸痛	胸痛
洞結節不全症候群	洞不全症候群	洞不全症候群
結腸皮膚瘻	皮膚瘻	結腸瘻
患肢熱感	ほてり	ほてり
両側腎膿瘍	腎膿瘍	腎膿瘍
右喉頭腫瘍	喉頭腫瘍	喉頭腫瘍
潜血	顕微鏡的血尿	出血
細菌性脳動脈瘤破裂	脳動脈瘤破裂	脳動脈瘤破裂
右鼡径部皮下出血	皮下出血	鼡径部腫瘍
右下腿筋肉内出血	筋肉内血腫	出血
痒感	そう痒	そう痒
大動脈リンパ節転移	大動脈周囲リンパ節転移	多部位リンパ節転移
心内血栓	心内血栓症	心内血栓症
術後出血	後出血	出血
気分悪	悪心	悪心
腰部脊椎管狭窄症	腰部脊柱管狭窄症	腰部脊柱管狭窄症
遠位弓部嚢状動脈瘤	動脈瘤	動脈瘤
左総腸骨動脈狭窄	総腸骨動脈狭窄	総腸骨動脈狭窄
尿潜血遷延	顕微鏡的血尿	
夜間悪寒	悪寒	悪寒
造骨性骨転移	骨転移癌	骨転移癌
腫瘍制御	腫瘍	腫瘍
失調性構音障害	構音障害	
右上腕骨頸部骨折	上腕骨頚部骨折	上腕骨骨折
リンハ゜節腫大	リンパ節腫大	リンパ節腫大
皮疹拡大傾向	発疹	発疹
依然浮腫	浮腫	浮腫
右足底部蜂窩織炎	足蜂巣炎	足蜂巣炎
血栓閉塞型大動脈解離	早期血栓閉鎖型大動脈解離	
急性期脳血管障害	脳血管障害	脳血管障害
朝方痰	喀痰	喀痰
進行性直腸癌	直腸癌	直腸癌
小腸型クローン病	小腸クローン病	小腸クローン病
軽度すりガラス影	胸部異常陰影	胸部異常陰影
二次性血小板増多症	血小板増加症	二次性血小板増加症
胃膵嚢胞	膵のう胞	膵のう胞
最近浮腫	浮腫	浮腫
右顔面疼痛	顔面痛	顔面痛
便失禁多量	便失禁	便失禁
労作時頻脈	頻脈症	頻脈症
両下肢結節性紅斑	結節性紅斑	
重症胆管炎	胆管炎	胆管炎
右側胸部痛	胸痛	側胸部痛
右小指基節骨骨折	小指基節骨骨折	小指基節骨骨折
右足背腫脹	足背腫脹	足背腫脹
右上肢発赤	発赤	発赤
呂律のまわりにくさ	構音障害	
アミオダロン誘発性甲状腺中毒症	薬剤性甲状腺機能障害	皮膚結節性多発動脈炎
左胸部痛	胸痛	胸痛
右大腿痛	大腿痛	疼痛
左下腿ＤＶＴ	下腿静脈血栓症	下腿静脈炎
動悸等症状	動悸	動悸
紫斑	紫斑病	紫斑病
致死性不整脈出現	不整脈	
顆粒膜細胞腫	卵巣顆粒膜細胞腫	血管肉腫
一瞬痛み	疼痛	疼痛
意識障害患者	意識障害	意識障害
切迫早産腹緊	切迫早産	切迫早産
難治性皮膚非定型抗酸菌症	非結核性抗酸菌症	非結核性抗酸菌症
頚部鈍痛	鈍痛	鈍痛
発赤範囲	発赤	発赤
左腕腫脹	前腕腫脹	関節炎
右肺上葉陰影	胸部異常陰影	肺腫瘤
右上葉肺結節	結節性肺結核	肺結核
空腹時高血糖	高血糖症	胃痛
右麻痺	片麻痺	片麻痺
味覚変化	味覚障害	味覚障害
器質化肺炎	特発性器質化肺炎	胸膜炎
浮腫悪化	浮腫	浮腫
凝固異常症	血液凝固異常	心筋症
右側頭葉脳梗塞	脳梗塞	脳梗塞
両側下顎骨折	下顎骨骨折	骨折
左頭頂葉神経膠腫	頭頂葉神経膠腫	頭頂葉神経膠腫
骨盤内多発リンパ節転移	骨盤内リンパ節転移	骨盤内リンパ節転移
直腸閉塞	直腸閉鎖	直腸瘻
運動ニューロン病	運動ニューロン疾患	運動ニューロン疾患
肺犬糸状虫症	犬糸状虫症	犬糸状虫症
軽度骨棘	骨棘	骨棘
疲労感少	疲労感	疲労感
多発性肝腫瘤	肝腫瘍	肝腫瘤
意味性錯語	文意失語症	認知症
ｃｏａｒｓｅ　ｃｒａｃｋｌｅｓ	湿性ラ音	乾性ラ音
緑色下痢便	下痢症	緑色便
皮膚損傷リスク	皮膚損傷	皮膚損傷
左母指痛	母指痛	母指痛
ＡＶブロック	房室ブロック	心ブロック
前縦隔ＬＮ転移	縦隔リンパ節転移	前縦隔腫瘍
間質性肺炎発症	間質性肺炎	間質性肺炎
外側脱臼	脱臼	脱臼
右環指基節骨骨折	環指基節骨骨折	環指基節骨骨折
左殿部疼痛	殿部痛	殿部痛
両側錐体路障害	錐体路障害	錐体路障害
両足しびれ	下肢しびれ	下肢しびれ
膜性増殖性	膜性増殖性糸球体腎炎	糖尿病
頻脈性心房粗動	心房粗動	心房粗動
下肢血流障害	下肢血行障害	下肢血行障害
左肺上葉大細胞癌	上葉肺大細胞癌	肺大細胞癌
結核性肋膜炎	結核性胸膜炎	結核性胸膜炎
疼痛有	疼痛	疼痛
実質外腫瘤	腫瘤	腫瘤
骨盤部リンパ節転移	骨盤内リンパ節転移	リンパ節転移
左三叉神経帯状疱疹	三叉神経帯状疱疹	三叉神経帯状疱疹
間質性肺炎悪化	間質性肺炎	間質性肺炎
仙骨部骨折	仙骨骨折	骨折
重症低体温症	低体温	低体温
関節炎悪化	関節炎	関節炎
右尖足	尖足	尖足
両手指浮腫	浮腫	浮腫
左主気管支狭窄	気管支狭窄症	気管支狭窄症
浸潤癌化	癌	癌
就寝後呼吸困難	呼吸困難	呼吸困難
仮性膵嚢胞	仮性膵のう胞	仮性膵のう胞
右肺上葉癌	上葉肺癌	肺癌
訪室時疼痛	疼痛	疼痛
膠原病様症状	膠原病	膠原病
軽度黄染	黄疸	黄疸
転移性膵癌	膵癌	膵癌
除皮質硬直様	除皮質硬直	除皮質硬直
間歇跛行	間欠性跛行	跛行
動脈瘤コイル塞栓術	動脈瘤	動脈瘤
紅斑散在	紅斑症	紅斑症
右膝疼痛	膝関節痛	疼痛
食思不振傾向	食欲不振	食欲不振
皮内腫瘍	腫瘍	腫瘍
左前床突起部髄膜腫	髄膜腫	腫瘍
右脳梗塞	脳梗塞	脳梗塞
軽度腹部痛	腹痛症	腹痛症
多発毛細血管拡張	オスラー病	毛細血管拡張症
不整脈誘発	不整脈	不整脈
左肺動脈ＰＥ	肺動脈血栓塞栓症	肺塞栓症
胃潰瘍再発	胃潰瘍瘢痕	胃潰瘍
境界域精神発達遅滞	知的障害	知的障害
胆石膵炎	胆石性膵炎	膵炎
右腕頭動脈瘤	腕頭動脈瘤	腕頭動脈瘤
外陰部ｐａｇｅｔ癌	外陰部パジェット病	外陰部パジェット病
リウマチ様症状	関節リウマチ	関節痛
肺癌性リンパ管症	癌性リンパ管症	癌性リンパ管症
左上腕骨顆部骨折	上腕骨顆部骨折	上顎骨骨折
骨盤位妊娠	骨盤位	骨盤位
大腿骨骨折後	大腿骨骨折	大腿骨骨折
左椎間孔狭窄	結合組織性椎間孔狭窄症	
前立腺軽度腫大	前立腺肥大症	前立腺肥大症
下顎腫脹	下顎部腫脹	下顎部腫脹
鼻中隔弯曲	鼻中隔弯曲症	
大腸憩室症	多発性大腸憩室症	大腸憩室出血
逆流性食道炎無	逆流性食道炎	逆流性食道炎
致死性偽膜性腸炎	偽膜性腸炎	偽膜性大腸炎
眼窩蜂窩織炎	眼窩蜂巣炎	眼窩蜂巣炎
排尿後痛	排尿痛	疼痛
右腹痛	腹痛症	腹痛症
嚥下耳痛	耳痛症	嚥下痛
茶色出血	出血	下血
左下葉扁平上皮癌	下葉肺扁平上皮癌	癌
右腎梗塞	腎梗塞	腎梗塞
原発性ヘモクロマトーシス	ヘモクロマトーシス	ヘモクロマトーシス
右前頭葉膠芽腫	前頭葉膠芽腫	前頭葉膠芽腫
急性水頭症	水頭症	水頭症
活動性肺結核所見	活動性肺結核	活動性肺結核
右眼白内障	白内障	白内障
本日胸痛	胸痛	胸痛
直腸膀膀胱窩	直腸膀胱瘻	直腸膀胱瘻
頚部結核性リンパ節炎	結核性リンパ節炎	頚部リンパ節炎
左橈骨遠位骨折	橈骨遠位端骨折	橈骨遠位端骨折
逆行性Ｐ波	心電図異常	心電図異常
しびれない	しびれ感	しびれ感
臀部圧痛	圧痛	圧痛
咽頭血腫	咽頭部血腫	血腫
膀胱癌再発	膀胱癌	膀胱癌
多発皮下転移	皮下腫瘍	皮下腫瘍
両側肺動脈血栓塞栓症	肺動脈血栓塞栓症	動脈血栓症
副鼻腔病変	副鼻	副鼻
安静時呼吸苦	呼吸困難	呼吸困難
左胸膜播種	胸膜播種	胸膜播種
陰嚢疼痛	陰のう痛	疼痛
上眼瞼腫脹	眼瞼浮腫	眼瞼炎
右下肢複雑骨折	開放骨折	開放骨折
可動性良好腫瘤	腫瘤	腫瘤
両頬部発赤	発赤	発赤
感染性肝嚢胞	肝のう胞	肝のう胞
左鼡径部腫脹	鼡径部腫脹	鼡径部腫脹
突然呼吸困難	呼吸困難	呼吸困難
皮下出血斑	皮下出血	皮下出血
右下腿骨髄炎	大腿骨骨髄炎	骨髄炎
平行機能障害	平衡異常	平衡障害
元々杖歩行	歩行障害	歩行障害
両下肢腫脹	下肢腫脹	下肢腫脹
左傍矢状洞髄膜腫	傍矢状洞髄膜腫	傍矢状洞髄膜腫
限局性皮膚硬化型全身性強皮症	全身性強皮症	皮膚感染症
毎回失禁	尿失禁症	尿失禁症
右小脳腫瘍	小脳腫瘍	小脳腫瘍
続発性サルコペニア	サルコペニア	サルコペニア
非医原性左尿管狭窄	尿管狭窄	
下腿血腫	血腫	下血
逆流性膀胱炎	膀胱尿管逆流	膀胱痛
覚醒時疼痛	疼痛	疼痛
左大転子部発赤	発赤	発赤
卵巣原発腫瘍	卵巣腫瘍	卵巣腫瘍
リンパ腫再発	悪性リンパ腫	リンパ腫
重度運動障害性構音障害	構音障害	
右肩周囲炎	肩周囲炎	肩周囲炎
軽度動悸	動悸	動悸
左ポスナーシュロスマン症候群	ポスナーシュロスマン症候群	ポスナーシュロスマン症候群
液体貯留	体液貯留	体液貯留
低張性低ナトリウム血症	低ナトリウム血症	低ナトリウム血症
癌性胸腹膜炎	癌性腹膜炎	癌性腹膜炎
心臓内腫瘍	心臓腫瘍	心臓腫瘍
左坐骨神経麻痺	坐骨神経麻痺	坐骨神経麻痺
リステリア髄膜脳炎	リステリア性髄膜脳炎	リステリア性髄膜脳炎
点圧痛	圧痛	圧痛
帯状疱疹ウイルス脳炎	帯状疱疹性脳炎	帯状疱疹性脳炎
齲蝕	う蝕	う蝕
腎性急性腎障害	腎障害	腎障害
喉頭嚢胞	喉頭のう胞	喉頭のう胞
甲状腺乳頭腺癌	甲状腺乳頭癌	甲状腺乳頭癌
左上下肢しびれ	半身しびれ	四肢しびれ
心筋傷害	心筋疾患	心筋疾患
圧迫性骨折	圧迫骨折	圧迫骨折
胆嚢胆石	胆泥	胆泥
縱隔リンパ節転移	縦隔リンパ節転移	リンパ節転移
悪性細胞	癌	悪性腫瘍
Ｌｉｓｔｅｒｉａ　ｍｏｎｏｃｙｔｏｇｅｎｅｓ敗血症	敗血症	
パニック症侯群	パニック障害	パニック障害
アレルギー性肺アスペルギルス症	アレルギー性気管支肺アスペルギルス症	アレルギー性気管支肺アスペルギルス症
左下肢原発性リンパ浮腫	リンパ浮腫	リンパ浮腫
呼気時喘鳴	喘鳴	喘鳴
落ち着かない	多動性障害	多動性障害
苦悶症状	胸内苦悶	胸腺肥大
トルーソー症候群	トルソー症候群	トルソー症候群
全身浮腫不変	全身性浮腫	浮腫
左側頭円蓋部髄膜腫	円蓋部髄膜腫	側頭部痛
周術期喘息発作	気管支喘息発作	狭心症
薬剤性副腎不全	副腎皮質機能低下症	副腎異常
乳がん	乳癌	乳癌
巣状分節状糸球体硬化症	巣状糸球体硬化症	巣状糸球体硬化症
口腔乾燥感	口腔乾燥症	口腔乾燥症
右手関節尺側部痛	手関節痛	手関節痛
右上顎洞真菌症	上顎洞炎	上顎洞炎
鮮血便	血便	血便
心配症	心配	心配
アシドーシス進行	アシドーシス	アシドーシス
右足滑液包炎	滑液包炎	滑液包炎
第５胸椎転移	胸椎転移	胸椎転移
表出性言語発達遅滞	言語発達遅滞	表出性言語障害
発作性心房細動既往	発作性心房細動	発作性心房細動
左リウマチ性膝関節症	関節リウマチ・膝関節	リウマチ性筋炎
左大腿部痛	大腿痛	大腿痛
隆起性病変	胃ポリープ症	腫瘍
腫瘤状構造	腫瘤	腫瘤
細菌性赤痢感染症	赤痢	赤痢
多数骨折	骨折	骨折
門脈右枝血栓	門脈血栓症	門脈血栓症
３型進行癌	癌	胃進行癌
倦怠感等	倦怠感	倦怠感
全頭脱毛症	脱毛症	脱毛症
筋攣縮	筋痙縮	肺腫瘍
元々徐脈	徐脈	徐脈
特発性側彎症	特発性側弯症	特発性側弯症
回盲部放線菌症	放線菌症	大腸放線菌症
ｆａｎ症候群	マルファン症候群	
脊椎椎間板炎	椎間板炎	椎間板炎
起始異常	冠動脈起始異常	不明熱
右眼球破裂	眼球破裂	眼球破裂
介助　疼痛	疼痛	
前失神	失神	失神
ふらつき感自覚	よろめき歩行	ほてり
低分化型肝細胞癌	肝細胞癌	肝細胞癌
右葉間胸水	葉間胸水	葉間胸水
子宮内膜症性卵巣嚢胞	卵巣子宮内膜症のう胞	子宮内膜症
腎嚢胞出血	傍腎盂のう胞	腎出血
無症候性キャリア	ＨＴＬＶ−１キャリア	
中等度腹水	腹水症	腹水症
受容体脳炎	抗ＮＭＤＡ受容体脳炎	髄膜炎
肛門部軽度発赤	肛門部周囲炎	肛門部周囲炎
側方リンパ節転移	リンパ節転移	リンパ節転移
左硝子体混濁	硝子体混濁	硝子体混濁
統合失調症既往	統合失調症	統合失調症
平衡機能障害	平衡障害	平衡障害
肺腫瘤影	胸部異常陰影	肺腫瘤
複雑型異型子宮内膜増殖症	腺腫性子宮内膜増殖症	複雑型子宮内膜異型増殖症
皮膚潰瘍形成	皮膚潰瘍	皮膚潰瘍
肝肥大	肝型糖原病	肝疾患
紅斑腫脹	紅斑症	関節炎
腰部圧痛	腰痛症	圧痛
元々不眠症	不眠症	不眠症
左肩甲骨軟骨肉腫	肩甲骨軟骨肉腫	肩甲骨軟骨肉腫
肺血症性ショック	敗血症性ショック	肺出血
凝固線溶系異常	血液凝固異常	血液凝固異常
異所性静脈瘤	静脈瘤	静脈瘤
腫瘍崩壊	腫瘍	腫瘍
破壊性甲状腺炎	甲状腺炎	甲状腺炎
右腸骨ＬＮ転移	腸骨リンパ節転移	リンパ節転移
右腎被膜下血腫	血腫	血腫
全身性サルコイドーシス	サルコイドーシス	サルコイドーシス
脱分化型脂肪肉腫	脂肪肉腫	脂肪肉腫
非機能性下垂体腫瘍	下垂体腫瘍	非機能性下垂体腺腫
ＡＣＴＨ分泌不全	ＡＣＴＨ分泌低下症	ＡＣＴＨ分泌低下症
時々残尿感	残尿感	残尿感
小人症	低身長症	小耳症
右臼蓋転移	骨盤転移	骨盤転移
右頭頂葉脳梗塞	脳梗塞	脳梗塞
マルファン症候群合併	マルファン症候群	マルファン症候群
右眼網膜症	網膜症	網膜症
咽喉頭炎	咽頭喉頭炎	咽頭喉頭炎
右下葉肺扁平上皮癌	下葉肺扁平上皮癌	肺扁平上皮癌
足趾壊疽	趾壊死	趾壊死
左肺尖部腺癌	肺腺癌	胸腺癌
潰瘍型間質性膀胱炎	間質性膀胱炎	
紅色皮疹	発疹	発疹
遺尿	遺尿症	遺尿症
頚管狭窄	子宮頚管狭窄症	膵疾患
右腎門部腹側脂肪肉腫	腎周囲脂肪肉腫	
左中頭蓋窩髄膜腫	中頭蓋窩髄膜腫	中頭蓋窩髄膜腫
脳梗塞後後遺症	脳梗塞	脳症
含歯性嚢胞	含歯性のう胞	含歯性のう胞
紅斑熱	日本紅斑熱	紅斑症
多発頭蓋骨転移	骨転移癌	多発性癌転移
Ｄａｎｌｏｓ症候群	エーラス・ダンロス症候群	
運動低下性構音障害	構音障害	運動麻痺
右重症下肢虚血	重症虚血肢	重症虚血肢
両側腸腰筋血腫	血腫	腸腰筋膿瘍
亀頭部発赤	発赤	発赤
肝嚢胞感染	肝のう胞	肝のう胞
重症強迫性障害	強迫性障害	強迫性障害
顔面骨圧痛	圧痛	圧痛
左椎間板ヘルニア	椎間板ヘルニア	椎間板ヘルニア
会陰部疼痛	外陰部痛	疼痛
咀嚼時痛	咀嚼筋痛障害	咀嚼障害
左膝関節偽痛風	膝関節偽痛風	膝関節偽痛風
２次性副甲状腺機能亢進症	副甲状腺機能亢進症	副甲状腺機能亢進症
右上腕蜂窩織炎	上腕蜂巣炎	上腕蜂巣炎
右前大脳動脈未破裂動脈瘤	前大脳動脈瘤	前大脳動脈瘤
リウマチ性胸水	リウマチ性肺疾患	リウマチ性肺疾患
右眼白内障手術	白内障	白内障
悪性リンハ゜腫	悪性リンパ腫	悪性リンパ腫
胆管腫瘍栓	胆管腫瘍	胆管腫瘍
右基底核梗塞	脳梗塞	脳梗塞
境界型耐糖能障害	耐糖能異常	境界型糖尿病
リウマチ疾患	関節リウマチ	関節炎
白内障Ｏ	白内障	白内障
心房細動停止	心房細動	心停止
帯状疱疹既往	帯状疱疹	帯状疱疹
腫瘤所見	腫瘤	腫瘤
ＶＨＬ病	フォンヒッペル・リンダウ病	高脂血症
時折血痰	血痰	血痰
陰嚢部腫脹	陰のう腫大	関節炎
帰室時疲労感	疲労感	疲労感
高分化型腺癌	癌	癌
糖尿病等	糖尿病	糖尿病
Ｍｙｃｏｂａｃｔｅｒｉｕｍ　ｓｈｉｇａｅｎｓｅ感染症	非結核性抗酸菌症	
後腹膜腫瘍切除術	後腹膜腫瘍	後腹膜腫瘍
肺転移発覚	転移性肺腫瘍	肺腺腫症
右中咽頭癌	中咽頭癌	中咽頭癌
両側肺動脈血栓塞栓	動脈血栓症	動脈血栓症
臀部炎症性粉瘤	粉瘤	粉瘤
左耳耳鳴	耳鳴症	耳鳴症
鼠経ヘルニア	鼡径ヘルニア	肺炎
鼻閉塞	鼻閉	鼻閉
疲労感等	疲労感	疲労感
日中掻痒感	そう痒	そう痒
前交通動脈未破裂脳動脈瘤	未破裂脳動脈瘤	前交通動脈瘤
夜間低酸素血症	低酸素血症	夜間めまい
薬剤性腎不全	薬剤性腎障害	腎不全
気管支狭窄	気管支狭窄症	気管支狭窄症
腫瘍増悪	腫瘍	腫瘍
急性軸索障害	びまん性軸索損傷	急性肝炎
完全型ベーチェット病	ベーチェット病	ベーチェット病
筋肉痙攣	痙攣	痙攣
癌性髄膜腫症	悪性髄膜腫	髄膜癌腫症
化膿性脊椎椎間板炎	化膿性椎間板炎	化膿性椎間板炎
呼吸性雑音	胸部音異常	心雑音
真菌塊	真菌症	真菌症
両肩関節圧痛	圧痛	肩部痛
多発肝細胞癌	肝腫瘍	肝細胞癌
右腎小嚢胞	傍腎盂のう胞	腎のう胞
左横隔膜神経麻痺	横隔神経麻痺	横隔膜麻痺
右高度水腎症	水腎症	水腎症
創傷治癒遅延	創傷	創傷
上腫瘍	腫瘍	腫瘍
進行性食道癌	食道癌	食道癌
複雑性熱性痙攣	熱性痙攣	熱性痙攣
先天性鼻咽腔閉鎖不全症	先天性鼻咽腔閉鎖不全	先天性鼻咽腔閉鎖不全
右眼鼻涙管閉塞症	鼻涙管閉鎖症	鼻涙管閉鎖症
縦隔原発Ｂ細胞大細胞型リンパ腫	縦隔原発大細胞型Ｂ細胞性リンパ腫	縦隔原発大細胞型Ｂ細胞性リンパ腫
左半視野障害	視野障害	視野障害
大腿骨近位部骨折	大腿骨骨折	大腿骨骨折
左踵部痛	踵痛	踵痛
ポリープ様隆起	ポリープ	ポリープ
刺激性皮膚炎	皮膚炎	皮膚炎
慢性緑膿菌感染	緑膿菌感染症	緑膿菌感染症
回腸閉塞	回腸狭窄	回腸狭窄
尾部嚢胞	膵のう胞	膵のう胞
虫刺症	蜂刺症	刺創
第二趾爪囲炎	爪囲炎	爪囲炎
膵仮性嚢胞破裂	仮性膵のう胞	動脈瘤
シェーンラインヘノッホ紫斑病	ＩｇＡ血管炎	
記銘障害	記銘力低下	記銘力低下
上歯肉癌	上顎歯肉癌	歯肉癌
チャーグ－ストラウス症候群	好酸球性多発血管炎性肉芽腫症	
低ＡＴⅢ血症	アンチトロンビン欠乏症	
超皮質性感覚性失語	皮質下感覚性失語症	
ＮＯＭＩ	腸壊死	腸壊死
肥厚性幽門狭窄	肥厚性幽門狭窄症	肥厚性幽門狭窄症
問題なし脊柱管狭窄症	脊柱管狭窄症	脊柱管狭窄症
左踵骨裂離骨折	踵骨骨折	踵骨骨折
慢性糸球体炎	糸球体腎炎	慢性糸球体腎炎
左眼結膜下出血	結膜下出血	結膜下出血
子宮頸部上皮内腫瘍	子宮頚部上皮内腫瘍	子宮頚部上皮内腫瘍
左腰部有棘細胞癌	腰部有棘細胞癌	腰部有棘細胞癌
糖尿病罹患	糖尿病	糖尿病
四肢圧痛	圧痛	圧痛
関節変形	関節奇形	関節症
気分変動	気分変調症	気分変調症
左鎖骨下動脈起始異常	鎖骨下動脈起始異常	鎖骨下動脈起始異常
立位バランス練習重症筋無力症	重症筋無力症	
腰椎脊柱管狭窄	腰部脊柱管狭窄症	脊柱管狭窄症
左上葉小細胞肺癌	上葉小細胞肺癌	小細胞肺癌
左後縦隔腫瘍	後縦隔腫瘍	後縦隔腫瘍
食道カンジタ症合併ＨＩＶ感染症	ＨＩＶカンジダ病	食道カンジダ症
固縮無動	こわばり	こわばり
小体認知症	認知症	認知症
突然腹痛	腹痛症	腹痛症
尿閉気味	尿閉	尿閉
生検部感染徴候	創傷感染症	出血
痛風症状	痛風	痛風
脳転移新出	転移性脳腫瘍	脳腫瘍
両側肩関節痛	肩関節痛症	肩関節痛症
右眼下鼻側視野異常	視野障害	下血
右肺Ｓ４原発腺癌	肺腺癌	肺腺癌
右肘関節骨折	肘関節骨折	肘関節骨折
両耳下腺腫脹	耳下腺腫脹	耳下腺腫脹
再下血	下血	下血
両変形性股関節症	変形性股関節症	変形性股関節症
喘息コントロール不良	咳喘息	咳喘息
腹部大動脈狭窄症	大腿動脈狭窄症	腹部大動脈塞栓症
左肺良性腫瘍	肺良性腫瘍	肺良性腫瘍
頸動脈狭窄症	内頚動脈狭窄症	敗血症
若年結核性腹膜炎	結核性腹膜炎	結核性腹膜炎
発赤部分	発赤	発赤
大腸疾患	腸疾患	大腸炎
頚部血腫	頚部表在損傷	血腫
肺雑聴取	胸部音異常	胸部音異常
急性冠症候群発症	急性冠症候群	急性冠症候群
皮下浮腫	浮腫	浮腫
低活動型せん妄	せん妄	
左化膿性耳下腺炎	化膿性耳下腺炎	化膿性耳下腺炎
痔核症状	痔核	痔核
拘束性心筋症	拘束型心筋症	拘束型心筋症
右内頸動脈血栓閉塞	動脈血栓症	動脈血栓症
肝うっ血	うっ血肝	肝出血
ＣＮＩ腎症	薬剤性腎障害	薬剤性腎障害
